start_page,user,ts,depth,duration,transmit,type
940915495,39372879,2007-05-15 18:18:55.479442,21,6334,6945318,1
71305760,32708095,2005-05-16 14:30:34.925230,38,7650,21655368,3
430350293,35828834,2011-08-26 14:07:30.671744,39,7146,785414376,1
313341855,86694076,2005-09-22 02:50:21.437241,7,4517,879707964,1
338914501,70275800,2005-11-18 01:12:03.164870,24,4940,153876866,3
140651724,77289936,2011-01-07 11:52:45.845860,43,5630,812814588,1
452096190,27673082,2005-06-17 07:53:59.809184,36,131,385374703,2
731162125,75504637,2015-01-09 15:26:17.706143,4,7083,67859735,1
492645894,86009009,2011-05-25 11:07:27.032363,45,8974,680500923,4
138987507,25767383,2014-08-27 00:24:31.139665,29,4092,256338600,1
636574673,26795781,2009-05-17 06:00:01.622492,46,6361,132240642,4
309162743,68842207,2010-06-04 05:04:14.823549,30,1324,337025625,4
876289683,6102284,2011-03-05 03:53:25.467528,11,7347,141650864,4
425807346,67944652,2009-02-21 22:23:09.150711,21,9490,643495425,1
145344587,53447711,2015-04-07 18:01:07.678872,38,876,265328948,1
84625735,48914939,2008-11-10 20:42:27.480067,48,3214,97543726,4
199514169,82837034,2011-04-04 06:14:32.815209,35,3321,132274720,3
898583764,82055903,2006-08-21 04:43:29.761723,35,1337,230042875,1
580061502,56776767,2006-02-09 21:24:35.603342,22,6575,804074713,3
756644080,70492978,2012-02-15 04:04:27.603475,46,9353,109931605,2
365267839,93403146,2013-06-03 07:10:53.924889,37,859,356172531,2
710655858,70432482,2015-10-09 10:15:37.581389,24,4122,170490410,3
550706429,98221638,2014-05-13 11:07:05.713315,11,3742,643975297,2
292884752,62235709,2010-01-06 15:28:23.795938,29,4885,772772105,1
599385549,45784215,2008-04-02 04:30:32.679421,15,2451,885758911,1
68151583,6740781,2011-12-18 09:01:53.509744,16,8661,801622302,4
74235148,93752066,2009-02-01 12:27:29.803924,1,8286,869683565,2
696209222,35787584,2008-01-15 12:56:38.353260,10,2109,702241726,3
352838401,95411910,2005-07-19 04:15:05.913099,18,1905,723259123,2
106971981,62804796,2006-02-13 06:33:31.214592,48,8288,884743841,2
933389953,93013363,2010-11-06 03:27:32.678274,15,1859,911745090,4
678618924,63562307,2005-02-22 18:04:55.676789,37,9959,670838470,3
914496563,81293344,2013-03-19 10:33:56.571737,43,9648,989630386,3
969280820,24719388,2011-05-21 13:35:31.741836,15,1743,933768661,1
460563105,58694537,2012-08-19 23:30:03.397315,40,8434,288174953,3
10496629,49807281,2010-11-28 00:14:37.554224,5,7736,771812996,3
991612200,56392820,2013-01-26 15:48:53.828318,39,8305,610871495,1
839148340,40794502,2012-02-20 03:45:20.879322,46,3208,594220590,4
104256659,8184464,2014-03-17 19:06:41.555663,33,6810,755298747,4
554217448,98957854,2014-10-06 01:34:07.194206,42,1852,545820385,2
880341608,98706515,2014-10-08 17:42:53.277398,40,9913,927388651,1
706132006,9966913,2005-05-25 09:40:03.819358,46,7898,803612262,4
873371774,84669009,2012-09-11 10:59:10.894380,39,1603,738338634,2
969898764,64372145,2012-12-26 11:52:56.109129,30,2011,913386407,4
308883896,26502872,2013-07-19 09:53:44.992233,27,6609,543321994,3
219591634,54615174,2007-04-24 02:54:37.891589,34,3085,311494054,3
569391614,55743851,2005-05-22 01:45:47.353432,24,6089,35464414,1
2264184,37330333,2007-04-21 17:48:25.385712,27,9913,479722241,1
430081171,47971582,2005-01-17 19:58:56.570501,35,7019,44849663,1
670713781,85740223,2005-01-13 03:09:41.822232,6,9594,910724621,4
188414341,49239689,2005-11-24 22:16:57.068408,46,2706,491073120,4
747360476,41666,2011-04-04 06:19:07.910960,13,4845,435123450,4
919284520,40028449,2012-03-23 01:57:58.952558,9,6030,530258419,2
368808939,18637971,2008-10-20 02:43:29.382941,8,7668,588498861,2
749172722,60782631,2011-03-13 13:05:54.655084,39,4159,46471031,2
558112738,24143014,2009-09-04 13:00:34.289402,28,9898,524083721,3
40520290,78013986,2011-07-28 00:20:20.255373,4,772,535514555,4
440079396,77823380,2010-01-29 04:02:56.786613,42,9963,750972969,2
654863824,34595019,2014-09-11 00:18:54.399762,14,8218,414613666,1
36219615,18199203,2012-09-08 01:32:26.968437,27,8272,534350429,4
525820189,93485996,2006-10-08 18:02:53.546757,10,406,744601767,3
114593429,43041412,2015-04-16 21:42:19.403585,27,8319,242609239,3
526231312,62932625,2015-03-07 03:23:45.972379,13,9394,569119045,1
648018308,14322943,2009-10-15 11:19:40.627733,18,4002,1638960,1
283343665,30774115,2014-07-28 19:43:11.993781,21,1877,509060194,2
682304813,60297712,2012-12-08 15:32:34.700056,30,807,921801427,3
42144432,89249843,2011-06-27 07:39:33.962517,17,4058,82328907,4
407632043,76791637,2014-08-21 23:24:11.435003,20,8824,369787648,3
93606069,66949051,2011-11-14 05:04:02.123591,9,8543,468606078,1
90313529,22430203,2013-02-14 16:28:06.539288,21,4996,136777240,2
427129947,10803916,2010-04-30 04:27:21.368314,8,7259,648826256,1
508275826,71572485,2009-09-25 21:35:08.344782,5,2777,535755032,4
345327894,69398366,2010-11-27 22:00:03.142752,5,8672,259376740,3
969222439,47089021,2007-11-27 18:13:51.917776,29,1282,187403362,2
154526039,52214095,2008-04-24 13:02:07.709017,48,7626,333101966,1
578396634,19533957,2010-01-08 03:37:30.217599,43,6253,786040263,1
646806884,10816211,2005-06-14 14:57:08.895490,1,956,941608338,4
13758969,91804896,2005-11-27 08:35:41.993234,35,6967,355939909,3
465909425,3353547,2008-12-23 13:26:21.360043,29,5815,693969052,4
516606239,77113834,2010-10-04 09:55:29.906469,3,3795,812860961,1
626185431,75738443,2008-12-20 05:24:11.198293,15,2737,372083067,2
896770505,96780833,2015-08-14 03:31:08.764340,44,7671,702171773,2
636525811,92254152,2015-02-26 08:43:55.498168,39,3206,222276828,2
125764770,30476295,2010-07-15 21:21:26.671526,34,8370,746755957,2
45050627,7654823,2013-03-22 10:01:46.138564,47,1376,334171515,1
226672352,83309789,2011-01-14 07:23:22.633909,41,7541,748681484,2
398590060,45988371,2015-04-04 03:12:30.367187,44,2266,274738836,1
341584074,44729298,2007-03-16 19:02:10.705319,31,1624,721182393,4
121664623,39381143,2008-06-09 10:37:17.960533,36,5714,201566230,4
346288699,90704354,2013-12-28 02:52:29.145434,25,2272,61523503,4
422979151,84025550,2007-12-04 23:57:48.240952,37,5108,584833539,3
829911310,64487696,2015-09-09 11:09:11.616207,25,8079,713823194,2
304771251,27627354,2006-09-26 15:11:22.803720,26,4996,320482175,1
939339172,85229274,2012-05-08 20:41:31.713756,5,7963,2193781,3
970421802,10450813,2006-06-09 08:04:21.494175,48,7181,782892441,1
143116115,80374921,2009-09-11 16:21:16.847967,7,1913,119817933,1
729557016,89660644,2013-10-11 04:31:43.656316,17,3787,305453933,1
588568797,2488301,2010-01-05 13:42:30.951274,13,3855,456268464,4
852994844,55266050,2006-06-30 08:27:11.222419,35,2959,247314662,4
789093922,48922002,2011-08-15 14:07:38.416818,4,4156,122472076,1
509371114,24381884,2015-01-31 10:43:00.269133,1,7988,433551843,3
363729918,60185674,2007-05-04 07:22:04.358241,20,1489,212831095,1
65471381,40262544,2015-07-13 14:18:55.575558,9,3414,738986893,1
714037527,16618642,2007-05-05 01:05:28.023580,31,1042,454546037,3
587125134,47114382,2008-08-16 01:08:01.620277,44,3637,503877456,1
138412048,75941915,2013-11-12 19:42:24.706682,43,5508,811350488,4
879170198,17944914,2005-12-16 02:37:12.175103,25,3272,441411732,4
268190645,16929238,2006-08-13 10:40:16.112914,40,9620,316615267,2
476848763,6201384,2011-10-27 05:38:42.516582,34,8713,410303444,4
555634724,52505753,2012-01-27 03:44:33.669991,37,2770,645128938,1
646235283,51105625,2008-10-30 04:56:45.297074,8,2234,277672745,2
436504197,85488405,2006-07-09 01:18:59.384585,48,4238,645510325,4
425638292,62658932,2014-06-13 05:35:30.201994,39,8458,581456691,2
469519623,65672937,2015-01-22 17:14:40.677802,45,3359,628463659,3
136871769,92538387,2011-09-10 04:50:23.022927,16,9000,140475936,1
263637454,46241223,2015-07-08 20:31:40.284860,16,1782,571026497,4
29881501,51896285,2008-05-11 16:19:27.154890,30,5957,570670793,1
53477455,23038108,2015-12-25 12:34:53.817142,41,8830,26703695,4
184576849,73630794,2015-11-26 18:02:11.390450,38,1070,320397365,1
142146882,10183463,2013-05-28 07:19:17.362258,15,2358,710651206,1
328050122,94419637,2012-07-26 22:58:22.286244,28,3928,281013409,1
344097333,18690705,2005-01-31 14:28:12.859179,24,2658,799084926,4
691730665,54384293,2005-04-04 03:08:13.158937,7,3895,757951822,1
629698023,25930543,2015-05-16 16:07:53.028029,5,944,188306753,3
498068749,41548923,2015-11-13 18:39:11.309651,3,6578,740487447,3
674438264,64056124,2011-08-13 18:46:21.512932,22,7461,180132094,3
752331299,87315329,2012-03-18 11:34:35.502858,37,4822,791777153,4
845797137,36749748,2008-10-30 22:13:45.395482,27,4106,742924769,1
591498129,64611660,2008-08-14 01:49:45.436496,3,3372,54340152,1
639202800,74847309,2011-03-07 03:00:49.766648,48,8639,87967255,1
693309283,10562574,2009-10-31 02:13:21.738554,37,7252,235740763,4
459408400,1994446,2006-10-21 02:11:06.463784,27,7472,920350387,3
591634269,65827075,2010-01-04 22:11:39.293332,17,5642,43903054,2
12585988,28935527,2014-10-21 15:46:24.679100,6,9084,251944373,3
798762788,46263957,2006-12-26 21:49:05.585777,16,9034,315227205,3
466451946,8028775,2007-11-17 23:13:09.022504,23,2736,948616082,1
651511249,35365124,2011-01-17 09:08:22.075608,33,7891,979869749,1
620672080,37788244,2006-08-14 11:31:10.528484,45,7162,592156176,3
790447014,81883170,2013-11-19 23:34:33.202553,48,9461,790046595,3
710854272,25458533,2008-11-06 21:12:48.013960,8,9427,187659447,2
589571981,24404894,2010-07-25 08:38:35.426267,32,5587,852936589,4
47658595,42905057,2009-10-27 03:37:16.270452,38,4788,141230256,3
169619388,97019082,2013-07-19 17:22:20.181249,33,6560,159990888,3
939900062,68545872,2007-08-02 00:15:55.542386,4,8925,115482599,3
550251211,60674445,2010-05-10 08:24:10.715073,49,9340,860895960,4
702096809,33069456,2014-10-18 10:34:33.579031,23,1307,355021136,3
961579740,54582871,2009-07-14 21:03:14.355969,31,574,945667309,3
11282192,33024358,2009-04-29 07:52:26.651485,37,2699,616903558,4
750529451,42516827,2012-06-06 20:47:29.255999,20,9623,348724328,3
77150789,44208779,2012-07-24 12:09:57.760072,40,4132,662852546,2
171110051,45184064,2010-01-14 09:27:42.418401,45,9446,405700158,4
696202268,3091456,2009-01-16 16:09:38.473005,45,2771,726169116,1
841886106,38916043,2012-10-31 02:29:23.750781,25,9740,732372944,2
128966451,2734966,2015-06-27 18:22:13.058728,10,600,834005520,3
304143803,69078206,2006-04-27 01:54:42.456155,48,3585,474944602,2
634419010,52951838,2005-03-07 20:41:25.047354,1,2899,307076823,1
62808213,17907149,2012-04-28 09:16:40.251420,20,9875,341833632,1
886656809,564947,2005-06-14 18:22:31.221658,12,740,936352090,4
115180277,48211048,2010-10-05 04:05:46.856089,34,7153,385193281,3
200159334,56464264,2012-10-09 18:21:40.688230,10,2140,956673631,4
451369789,4321932,2014-10-19 09:16:37.950599,29,4621,500198166,3
108367096,35683736,2005-07-26 21:31:39.415859,25,4800,464374389,4
722999806,91547109,2008-06-08 01:50:45.172176,8,7197,843038801,4
575648295,14131263,2015-12-31 13:42:58.128781,6,6565,6194178,1
142426144,75992183,2015-06-03 09:20:24.200813,9,8976,208072234,2
962398926,79426284,2007-12-01 16:40:39.266331,35,2663,66733536,2
484941661,66284633,2007-10-13 00:25:05.141636,21,2122,736092882,3
522722412,62523555,2014-06-05 01:06:15.553267,27,3358,625303076,4
829465913,85435263,2012-01-12 16:04:45.944320,9,5122,804011039,1
300429724,15331718,2015-10-23 10:41:08.303852,41,6017,456553134,4
654158694,2613576,2008-11-16 19:14:39.328602,2,9367,624507821,1
559208273,79258014,2011-08-07 10:33:32.030815,22,3900,403505787,4
560994280,97050770,2012-05-01 00:55:36.035637,44,9097,149192001,2
254775949,59171770,2008-04-20 17:39:41.760782,22,5554,373253218,1
630162877,21317568,2010-01-26 17:00:49.651151,34,4683,81384135,4
972961058,10013531,2007-04-09 10:25:53.860704,33,9964,597508361,1
230892176,93002218,2010-09-22 08:26:49.041577,8,6233,203676591,1
375777481,81781803,2005-01-04 12:34:49.844262,30,6741,390727983,4
255633767,10217525,2009-02-01 14:11:22.131426,27,4197,821674692,4
604749758,50496704,2013-08-29 12:16:30.305058,3,7442,841106981,4
601550428,99612171,2007-07-09 19:13:47.974673,42,5015,225974029,3
750942428,12457389,2006-05-23 06:32:35.180207,9,910,508669968,4
837821585,73475643,2013-09-20 08:00:58.344239,17,873,156822418,2
861790145,94435148,2008-12-13 20:47:08.121157,19,6304,865949187,1
14904,99656822,2010-05-07 01:53:30.382246,20,6937,795575447,1
552785387,60256781,2012-04-04 08:23:52.544293,3,7961,203988353,1
508568862,6090671,2013-08-17 03:32:09.282237,26,4360,43684881,3
276795529,6510945,2011-10-07 23:46:14.777361,13,2734,352089743,2
249731362,69660736,2013-01-08 21:40:23.788102,6,4131,56322527,2
810829595,47137731,2005-08-09 16:45:42.670794,42,7054,446217340,4
449280848,32557196,2013-05-03 23:57:26.140954,6,9901,463696481,2
262400260,46901517,2005-10-14 00:50:27.113479,13,7932,13764915,3
745351473,28992028,2014-01-08 03:21:20.560924,32,868,857468428,1
484109857,48182210,2012-09-18 18:46:47.903268,28,2584,938989269,4
737693441,1051381,2009-02-13 12:01:03.325506,49,5464,69944041,3
797185903,18134959,2009-05-17 04:30:40.605475,28,7011,678421477,2
282297792,16929436,2008-03-07 01:45:17.843773,32,9284,667472301,4
816737259,14781460,2014-09-22 01:14:22.440963,22,5770,617921529,3
164120449,20905170,2015-04-23 08:17:01.779021,2,9861,179345158,4
397695486,83628626,2009-07-13 13:07:52.452753,19,7417,102139092,1
603783286,1566226,2015-11-02 01:24:47.422816,17,2341,200553180,3
367660191,21261071,2006-11-11 09:10:37.748447,20,1386,291290635,2
978306450,43152389,2013-11-17 01:52:16.370411,22,2167,975599608,4
857283994,38594282,2009-12-30 13:58:57.904127,32,5855,794390383,4
82758605,11156655,2015-02-28 01:33:05.876632,9,4046,685698132,3
26612619,81019850,2009-02-13 02:27:25.707765,8,4555,941004797,1
476764704,20776102,2014-11-23 19:46:55.430644,8,3985,170962028,4
310583831,44653410,2006-09-22 20:42:35.244720,22,7435,669023427,3
783100928,86102319,2011-11-11 15:05:37.649940,18,9485,897746667,4
796085861,76448989,2007-12-08 21:32:24.765318,33,4369,792808814,4
60280185,5597249,2006-12-19 09:33:59.344722,44,5514,51804068,4
904490611,64880974,2007-10-20 12:53:30.568445,24,4575,740879887,4
293051541,81079497,2009-03-26 06:32:17.323586,47,3644,924980508,1
33252144,25841724,2012-01-05 20:27:32.246780,40,4568,665561807,4
254084760,22219749,2009-12-17 06:52:14.974184,2,9429,854972062,2
510568010,19899880,2011-06-10 22:14:15.122876,22,4597,648305635,3
2067329,81576534,2009-07-28 10:36:35.431902,40,9594,871080737,4
804840762,50788070,2008-03-26 23:44:11.087165,25,2638,61339331,2
702590719,15879108,2008-03-13 18:44:25.633959,31,3594,358697320,1
615370851,6753283,2008-11-01 14:41:56.485184,24,1395,26259908,4
183454535,8495806,2010-09-05 21:14:16.990864,12,4066,992936898,4
806525877,50111805,2005-01-26 15:08:38.904676,40,8817,558068379,4
596119534,94841184,2005-01-20 23:39:50.622851,11,5137,205060199,4
275124241,52688103,2013-07-26 16:48:49.937711,23,1040,303159051,3
994471244,98878290,2005-08-27 00:51:59.020514,18,794,903610674,3
488318116,25640166,2011-07-18 02:24:22.515342,13,3423,904241499,4
856017109,16036514,2013-06-08 11:20:30.125177,16,1547,314359773,1
152454366,68344154,2008-07-11 20:57:30.324529,32,4674,290049991,3
734006173,41786391,2013-06-16 07:38:22.249019,42,8172,604238653,4
394210714,91850692,2011-12-15 17:01:27.617927,45,3292,167492118,1
278189484,36598310,2005-01-08 21:35:31.247960,3,1551,481116819,4
747553174,53661714,2011-11-15 11:03:32.815649,22,3261,352644931,1
947984048,51975083,2006-06-08 10:24:34.389987,13,752,699743908,2
861183260,30909360,2014-01-24 21:10:11.349521,25,3727,445086190,4
161835726,55762473,2011-06-24 09:20:05.266365,42,9467,132516659,4
635787383,58852659,2005-04-28 02:30:03.955543,27,8767,155583793,1
174772180,35852735,2012-03-02 15:24:29.718044,1,2225,198870149,2
913016844,44715532,2005-05-29 10:20:34.712637,1,1912,478773459,4
88008180,55898962,2015-12-04 15:22:02.286507,40,2047,21829030,3
819730530,44227177,2013-02-03 12:44:44.417769,16,9624,5862803,3
302621461,3640118,2009-07-01 10:11:17.406052,28,781,39454767,3
789633106,54468750,2011-10-02 00:37:49.805214,25,1241,612825137,2
860777512,41413792,2009-08-18 22:56:46.085776,37,7301,414125241,4
840218472,14535587,2012-09-04 14:23:53.046863,42,8426,103491373,3
416929272,44326263,2005-06-08 08:02:55.062254,12,5339,101186501,1
294751547,36281179,2008-10-12 01:13:14.535359,23,438,70393636,1
592378046,51794094,2014-02-13 13:20:20.595433,19,7057,613818055,2
398112575,16832859,2009-10-01 03:22:51.693922,31,693,821060690,1
373249977,37964082,2012-10-30 19:24:15.296901,18,8257,486081607,3
357409397,74803491,2015-01-05 03:20:50.359305,30,7410,953632490,4
190643044,37752854,2012-11-14 15:21:15.889654,8,5715,891727092,2
483365759,30519684,2008-07-06 14:40:28.841480,18,8790,916072226,4
492498652,27975687,2013-04-03 15:11:00.538624,13,8717,273473421,4
620823046,26069935,2010-07-27 01:00:35.127491,6,2016,875060156,4
726673220,89286729,2015-01-16 17:52:37.639465,27,4017,617415775,2
824740478,14787838,2009-11-16 00:30:50.855933,7,6993,632248845,2
120371111,71177648,2011-03-01 15:42:22.827615,20,9213,202511552,4
129487276,15115603,2005-12-07 17:47:29.640551,31,8283,701864797,4
644820827,39218538,2006-10-21 02:35:10.856363,1,9078,517052148,1
25640569,37584355,2007-05-05 08:27:05.503214,24,6709,947673063,4
751388437,89250316,2013-06-30 00:35:33.532069,7,2119,844561344,1
526505539,98676293,2005-08-07 19:00:26.397947,28,8192,92191914,2
317046989,3602804,2011-05-03 20:53:54.527636,39,6618,857854871,1
416107951,12942206,2006-08-13 01:23:55.410631,25,5398,665999908,2
246081888,12057626,2011-08-09 15:49:01.564526,5,5537,344860723,3
30385830,35762259,2012-02-25 16:11:20.900797,9,2682,986193057,2
433204240,13956022,2007-01-07 23:24:46.903999,33,7589,587397177,4
805016147,28343137,2012-07-19 10:59:36.879116,35,9492,84825396,3
186832630,13086069,2014-09-08 14:02:21.723940,20,9387,778739040,1
243505005,48074164,2010-03-12 07:51:06.198934,26,837,475417592,4
675400394,54397067,2006-08-04 00:03:31.922364,43,3303,988085071,2
154144251,839466,2005-03-09 10:43:23.984885,39,6362,170809200,1
537858279,90484843,2013-04-28 19:34:09.749754,31,7190,22354125,1
65102433,88173449,2007-02-27 15:38:29.376347,19,7694,59559943,4
624316466,32620438,2007-07-03 03:33:46.786482,8,6561,43037936,2
591621663,85850594,2008-08-07 04:19:18.041371,30,4936,583864789,1
324332083,9239494,2012-07-25 06:27:51.413253,44,1552,301629812,2
722521444,44449417,2008-07-09 10:28:37.069809,46,8060,72545588,1
71489714,20532797,2012-08-25 10:06:14.419467,17,5002,622143825,3
84190936,90027869,2006-08-15 19:32:37.910630,3,3980,893352567,1
396123624,19566937,2007-09-04 12:25:42.419496,40,334,833336951,2
643248085,60032663,2012-02-05 09:04:14.575805,48,2528,614013933,1
556171133,80401743,2005-06-11 18:37:10.300831,47,2450,959488249,3
762337155,74699424,2010-02-06 13:33:32.608188,6,3766,716768443,3
178997932,27912459,2005-06-08 15:06:40.399579,23,6769,159796259,4
295868238,53566827,2015-03-21 23:46:34.785310,23,7326,892767144,2
843710840,4437346,2015-05-03 14:30:08.478179,9,422,321066518,2
470964061,73949816,2012-02-14 10:10:28.099914,20,6918,685644300,3
131477022,5830831,2010-10-17 05:43:45.353100,16,5664,925279734,1
916352626,6642347,2005-03-09 16:53:01.078330,46,3927,647048653,4
353114120,47438204,2006-03-04 10:53:30.681300,17,423,379637021,1
967615118,30328914,2011-11-23 15:49:02.402178,36,1020,721358356,3
18419001,12305640,2012-12-21 20:43:34.575461,21,7308,248391741,1
96942747,26296010,2013-08-13 17:13:44.152902,5,7613,779755269,2
37527144,52787615,2007-05-10 07:59:31.558626,25,7300,496415495,2
379075932,26126095,2008-03-11 22:12:37.248803,42,6917,197300130,3
233340249,96139394,2006-04-29 22:20:51.040124,48,8200,592544022,2
262600033,32191543,2012-08-13 21:32:36.849114,4,9885,257194333,2
306708734,63627725,2014-05-03 23:26:57.923275,19,5553,222530793,4
673210589,93663274,2014-07-24 14:13:30.007212,5,3290,809799665,4
887677240,88855271,2015-05-03 16:03:33.842429,45,1844,898871364,3
50509763,97871272,2009-05-11 14:59:23.789291,9,7181,270588886,2
923762228,60525278,2009-03-03 23:24:30.424072,36,2066,15117607,1
764135145,77324519,2013-06-08 07:27:35.257811,7,559,195103601,1
756416120,35871383,2010-08-13 18:00:32.337891,5,6115,839680175,1
701107952,82048073,2012-03-26 09:48:44.992429,16,7781,120264016,4
258969075,66962142,2009-02-10 11:48:34.545683,45,434,517857813,2
166773223,98409046,2012-09-23 07:48:33.205379,24,4573,580619739,3
397107935,70037722,2006-08-29 10:24:36.520092,31,3952,98629426,3
751859832,31950771,2006-05-11 00:41:06.425107,24,8382,768416075,1
556147408,55835268,2006-03-12 15:43:15.732097,44,3788,306471791,2
410431701,15112457,2007-09-02 18:26:43.576284,37,1751,651452974,1
221299504,82671939,2014-10-15 20:46:14.052939,35,3616,96252388,1
963807791,5585011,2009-06-08 14:50:54.781140,19,4864,27227708,4
312217989,52049824,2012-02-05 07:22:05.840537,24,5133,179695633,3
546375120,56469979,2009-07-15 17:26:59.834907,1,9477,790380300,2
101154509,12809091,2006-03-19 04:58:15.281364,13,8572,801587824,1
545943255,57092597,2010-03-01 17:15:38.793138,10,8207,488978313,3
632545011,41535428,2015-12-25 02:12:51.673118,25,9976,359007616,1
612049497,42462007,2008-01-02 17:40:20.324148,9,5593,981340159,3
512643508,45681403,2008-02-20 12:09:50.255411,33,8441,727092641,3
41984591,84429626,2011-05-04 13:08:25.215616,32,513,463184836,1
439258460,89930179,2005-07-03 06:18:54.867197,18,5011,103495709,4
377636883,72135984,2010-09-13 05:02:52.552441,13,4163,809509820,4
522875858,80202790,2009-07-11 07:29:52.198576,27,5556,227714740,1
383727758,87757413,2006-07-16 07:05:20.954692,35,1508,267542548,3
436368545,72468314,2011-11-09 11:41:12.299005,44,2695,428135672,2
22036013,63691945,2006-07-24 09:29:09.328021,47,8971,534723476,3
839753953,98872711,2014-11-25 22:41:44.552721,44,3084,338178659,1
109537855,68658813,2006-07-22 13:12:45.173576,48,8153,402684571,3
707803935,18671651,2011-04-21 08:55:39.277791,44,1087,913900705,1
714323128,34752802,2008-03-19 21:24:15.624776,2,1993,840767772,3
788368946,46349494,2005-08-04 12:51:28.034533,45,5176,597244402,4
659425897,16627571,2008-08-21 12:17:04.471393,4,9896,439526246,1
116509917,64017490,2007-11-01 23:21:00.743107,9,4877,918435693,4
398864801,42050010,2010-12-15 12:57:41.285133,38,8983,961805373,1
75629285,97730363,2006-01-16 02:14:53.804096,37,978,846434379,4
990840991,7664451,2013-04-07 13:14:41.474484,5,7475,961153159,3
823531333,7645494,2014-07-02 21:54:16.648476,40,2847,530761824,4
37936123,12801662,2015-07-21 11:59:51.272673,16,7543,605265735,2
344383608,31274119,2013-07-23 01:25:46.950844,38,1686,476619941,2
336608673,86675241,2007-04-04 16:18:41.856161,41,4055,77192730,4
196518102,44962486,2014-09-07 16:31:37.716273,9,3234,135345189,4
916915415,14385569,2012-07-11 19:21:42.738959,42,5460,196180971,3
551887671,27817466,2011-05-22 18:12:27.131717,12,2348,799312565,3
270925521,47520360,2008-11-30 03:07:56.850453,21,9978,267426669,1
799010187,47546811,2010-08-22 22:19:28.845740,33,5320,14181200,2
25125093,70503992,2008-07-22 05:18:02.273291,39,8885,456636714,4
540511959,9824598,2012-04-06 01:02:37.867046,22,6397,973072511,2
986705947,63085242,2015-11-24 04:16:29.469678,49,8569,794207900,4
800947084,75271828,2015-04-30 21:30:41.134564,38,1976,818349983,3
689668901,56375339,2007-02-19 04:07:38.613737,11,7007,571664848,1
542497860,72262168,2010-11-14 23:40:15.084344,16,7011,299731154,4
601866576,29712381,2006-04-28 06:51:35.222343,43,3645,289055469,3
14761942,91747581,2005-11-26 07:41:14.236428,47,405,269384722,4
781382946,50031764,2013-01-01 17:00:17.894550,36,2393,921977442,4
389828459,96787563,2009-02-19 08:50:00.234708,15,5792,491851754,4
26047671,37357707,2015-08-27 03:10:16.431865,48,2855,32666120,2
414156640,31650304,2005-04-04 04:32:22.151975,3,9833,254077898,2
594216063,75407882,2010-09-18 06:10:06.220378,10,3270,294951418,4
61735317,30540289,2007-09-06 09:42:02.486719,7,4841,684760073,4
388977304,47230940,2008-12-14 05:45:23.319604,43,738,213613169,2
547445346,94187736,2008-06-23 11:47:48.722092,43,5123,702226949,3
773691229,33204748,2005-03-06 21:51:54.609178,46,5862,877553383,1
713123748,6840656,2007-08-16 07:18:45.255931,33,1559,372292034,2
666981477,88412957,2008-01-26 06:15:53.935638,1,5453,629615824,2
281168148,21664882,2012-01-01 04:46:37.429006,26,8510,630538891,4
400508616,90054583,2005-08-20 11:40:48.308137,31,8355,718393860,2
149214245,4899400,2010-01-08 21:38:34.935134,19,1907,721616924,3
811211634,78038564,2009-07-07 11:46:55.914651,4,8563,211478631,1
431965772,47947393,2013-02-25 15:30:29.191143,29,5605,735100982,2
560781318,88806935,2011-07-24 18:57:19.597751,27,1474,645081990,3
329140582,43544864,2006-11-18 05:33:14.641366,42,2167,995744431,4
585541051,25401919,2015-10-04 18:11:06.174513,15,4446,299238071,2
915186095,23266017,2012-08-21 09:40:01.280437,40,1484,415503786,2
877287806,9604199,2012-01-05 01:04:03.726115,39,375,876330255,2
662837946,18611773,2009-11-07 02:33:27.682875,7,2268,790930159,3
993587869,67317363,2006-07-14 13:44:55.563207,16,2440,701498588,3
569228007,35918451,2008-07-08 04:30:32.029354,26,1606,414582531,3
649264092,94230467,2006-01-20 03:39:29.148789,35,3427,797656313,1
140894997,94945054,2007-08-13 22:17:25.282896,29,463,782959499,4
675103833,67165836,2012-01-20 19:21:35.869121,42,6371,519853953,4
917524963,94937826,2010-05-06 07:52:40.591857,29,6619,449971781,1
781725051,93184163,2009-11-21 03:25:51.354080,41,4730,304142626,3
496507358,90451126,2005-07-07 10:38:19.580950,43,7406,810224646,4
810157455,15914923,2011-01-02 01:01:30.238602,19,8495,515515679,2
360608724,20288692,2009-07-06 23:12:24.107800,9,4368,235568265,2
491953469,90999324,2008-02-01 09:41:18.404596,16,8453,926931143,3
822121977,1040158,2015-01-05 13:31:04.616762,9,8136,372592443,1
200487930,38841976,2014-02-15 09:48:47.792401,46,7302,818128874,3
332357075,29607127,2008-01-10 19:47:19.929968,9,8539,317679408,1
687000803,47122070,2006-07-22 23:25:59.455961,36,9921,799216533,4
303928939,84490060,2015-04-29 00:36:56.774754,22,9675,494241873,1
186986371,4341401,2009-01-24 14:33:57.754517,32,8752,468094253,4
535125111,26063427,2008-06-16 04:20:25.429498,9,7923,594186771,3
91591856,18127146,2008-06-01 23:31:59.452027,49,2980,276894823,2
386283420,36279824,2006-02-21 17:07:07.833783,23,4227,976758402,1
944638363,62514036,2011-10-22 19:29:12.283461,37,7727,990616117,1
820612242,69802481,2009-05-07 11:17:57.601345,44,1894,485693734,1
882285802,70382009,2006-05-26 21:49:00.905043,18,7873,11074832,3
